PG.ProteinAccessions,GeneID,P10_01,P10_02,P10_03,P10_07,P10_08,P10_21,P10_22,P10_23,P10_24,P10_25,P10_26,P10_27,P10_28,P11_39,P11_01,P11_02,P11_03,P11_04,P11_05,P11_06,P11_07,P11_08,P11_09,P11_10,P11_11,P11_12,P11_13,P11_14,P11_15,P11_16,P11_17,P11_18,P11_19,P11_20,P11_21,P11_22,P11_23,P11_24,P11_25,P11_26,P11_27,P11_28,P11_29,P11_30,P11_31,P11_32
A0A0B4J2D9;P0DP09,IGKV1D-13;IGKV1-13,746.1450195,137.426239,79.90615082,412.4522705,339.9196167,134.2320099,345.778595,503.5227356,331.460144,3283.53833,1076.031372,156.7884369,242.0758057,130.9075775,40.74778366,271.3296814,54.34383774,32.10269165,108.0630341,170.9006958,206.5014191,103.735672,28.08056068,58.80704498,91.57576752,45.55102921,263.2742615,20.65422058,43.03446579,NaN,81.76498413,25.89037132,51.25407028,96.96479797,83.44473267,94.64861298,98.99458313,34.02850723,125.1247177,35.65228653,110.4852142,176.5596313,79.578125,42.72192764,20.38797379,66.60490417
A0A0B4J2H0,IGHV1-69D,17.30176353,49.07203293,7.306343555,NaN,83.56578827,43.82611084,53.19638443,69.01062775,52.9715271,NaN,41.94504929,14.78540421,NaN,NaN,96.78714752,103.3288727,NaN,NaN,32.97809601,89.19686127,3.659541845,92.67759705,5.715961933,100.7880249,54.87734604,249.3356934,114.875412,88.22241974,53.67457199,2.468497038,NaN,149.8671265,44.40525818,31.49860001,NaN,NaN,42.10321045,122.9633713,479.7653809,195.5458832,43.33545303,137.2253723,129.7212982,NaN,NaN,12.00999546
A0A0C4DH24,IGKV6-21,317.5245361,191.1438751,267.6116638,162.8855743,NaN,212.4049377,98.46069336,NaN,78.02203369,670.8864136,1187.778442,NaN,355.9100342,242.5294647,103.4496536,15.22664642,NaN,150.0517731,580.2848511,389.803009,606.7445068,477.7327271,137.8955536,356.784729,NaN,422.9687805,198.1613617,217.6770782,200.0914001,80.66797638,114.271347,300.0630188,134.8758698,102.3053207,NaN,NaN,NaN,379.6021118,270.9076233,537.468811,NaN,131.0324249,NaN,NaN,95.9122467,NaN
A0A0C4DH25,IGKV3D-20,1210.703003,919.5324097,1066.929077,3120.781006,830.8117676,250.3114624,661.159668,2619.825928,1590.403809,1711.679321,3221.651611,1697.515259,1992.128784,8957.384766,966.428894,359.3518066,426.1782532,530.2380371,3372.366943,477.7830811,816.7197266,596.725647,1584.27478,459.5813904,1040.987549,557.6981812,723.3413086,719.8483887,2082.046143,333.8347168,601.0083008,467.3913574,300.8370361,506.4745483,5408.820313,6392.402832,12751.79883,2720.6604,4208.902832,5898.770508,3377.371094,350.6412659,3267.560059,1480.377686,686.1524048,165.0335846
A0A0C4DH29,IGHV1-3,164.573349,178.4770355,352.4130249,109.2191925,156.4730072,107.3130341,88.11303711,160.8271332,182.6208954,578.4735718,350.3242493,134.4978485,252.2572021,994.2476196,86.77630615,441.4349976,169.216629,118.918663,141.9671783,55.16613388,75.27030945,221.5363159,147.2074432,212.6578064,69.82044983,81.14492035,142.5900879,97.13625336,374.5011597,123.5527954,NaN,251.6963348,NaN,88.75520325,421.0221252,644.7757568,523.8840942,1245.161255,1093.731567,567.65271,502.0976257,179.9725647,294.4019165,366.9076843,16.41188622,246.863327
A0A0C4DH30,IGHV3-16,748.6851807,444.5072632,512.8117676,1315.589966,230.5867157,729.1397095,616.8485107,2299.728516,615.276062,1268.734009,1602.373779,824.2244263,1015.091064,NaN,553.2087402,319.4913635,475.9257813,105.9830627,1782.974976,339.3895874,411.4852295,951.4500732,611.4647827,575.0546265,559.3343506,478.6552734,288.6038208,444.969635,1079.215088,1804.196533,406.0489807,1493.864868,581.5400391,416.8499146,1296.903809,704.5724487,427.9195862,1584.89563,376.5576477,569.4983521,413.1365356,520.1546021,606.1253662,297.5631409,1052.662842,521.7208252
A0A0C4DH31,IGHV1-18,512.2821045,377.4487,503.126709,771.5559082,713.9630127,848.4796753,629.4697876,1278.352905,1139.220947,1337.773804,1210.175171,509.3719177,1164.659424,856.7449341,316.7896423,552.8811646,455.412262,652.986145,1595.867065,436.567749,304.2130737,573.9536133,399.7122192,747.4251709,362.6008301,560.0325317,2236.708008,526.0747681,884.4215698,453.0724792,740.1870728,1241.592407,629.4064331,1063.09021,847.5776978,1757.420044,581.0775146,2346.710205,1618.167725,697.6085815,784.9552002,882.7661743,554.6290283,687.1383667,768.9404907,663.5266724
A0A0C4DH32,IGHV3-20,206.5625458,197.6190491,420.6397095,319.6940918,175.9981995,240.8519745,122.953537,621.8987427,563.3534546,396.4423218,366.62677,414.8894348,693.6710815,89.27326202,167.7055206,238.2263947,407.0353394,71.00388336,593.4729614,116.5290909,191.7500458,401.4066162,317.0646667,160.0585175,335.9602051,84.375,439.3204651,178.6661072,258.7409973,290.4658203,170.3873444,345.7945251,130.8973846,251.4924316,345.1981201,244.5226746,183.9086761,311.2642517,404.8937378,32.031353,435.398468,400.5862732,176.6748047,54.13722229,341.2720032,101.0544968
A0A0C4DH33,IGHV1-24,11.718503,7.64677906,16.425951,24.11836624,21.51674461,27.90398788,29.97169113,27.49510384,16.0535965,25.22895432,26.19650269,45.46054459,23.4092617,186.035553,26.52750969,20.60525131,62.94863129,34.98070145,29.2035141,20.23695564,20.25785828,16.75128937,31.90940857,5.332500458,40.6775589,40.08640289,351.5107422,17.30116844,14.61391926,9.780688286,35.39637375,19.13217354,6.818484306,20.49110031,34.70730972,89.84482574,29.37159348,63.71684265,19.58673668,15.07607079,14.25377369,126.0561905,9.895472527,37.9218483,3.045947075,8.131795883
A0A0C4DH34,IGHV4-28,1110.128052,593.939209,740.4490356,2435.072998,780.3209839,704.6348877,1064.054443,1327.540161,1205.527588,1559.652832,1231.073608,595.0858154,1309.150879,1017.989258,920.5722656,502.5829163,906.56073,993.3427124,3492.386963,1597.01001,839.0020752,1125.084351,1161.043945,466.1988525,746.8139038,467.9451904,990.4312744,1445.409912,2587.348145,1040.189575,1235.625366,1892.930664,784.9025269,1061.19397,1483.858032,1948.258911,815.1791992,2323.485107,3178.583984,1292.949463,2332.17749,1669.915283,2250.083008,1090.679565,1403.985962,1835.296875
A0A0C4DH35,IGHV3-35,860.3165283,929.0631714,694.8724365,2152.699219,725.2650146,1297.63562,2332.616699,2098.68457,1762.211548,3542.338135,3199.866943,2673.22876,2326.59082,6567.966309,1079.511108,2262.98291,1165.855591,390.8752441,4514.515625,914.7598877,631.1981201,2576.247314,1353.353638,3080.536621,770.7715454,982.7457886,1079.252808,1202.960938,6090.621582,2031.513306,743.8571777,3353.050049,1429.782593,1211.732666,10017.34473,8987.496094,10056.86426,7966.868164,6249.069336,11125.58398,10127.26465,1155.576294,4419.954102,4441.689453,3099.608643,1499.065063
A0A0C4DH36,IGHV3-38,116.2026215,160.1572876,350.2236023,654.6829224,312.1629028,185.5501556,160.1912537,376.3753052,305.0422058,331.6220093,775.9560547,1006.406311,251.1717224,91.53457642,275.3861389,232.6073761,101.01474,124.296402,290.5231628,175.3223419,608.7701416,425.3265381,501.6014099,177.0241547,383.2002258,99.14574432,219.3149872,161.8567505,1803.43042,204.6457367,107.1131744,351.8576965,162.4365845,238.8110962,126.4670563,105.8338699,230.7767944,257.6950684,237.1848602,131.8331909,86.32382965,223.9691467,41.59210587,115.9711609,77.83626556,188.10672
A0A0C4DH38,IGHV5-51,896.9151611,773.0407104,738.5958252,1315.005859,1471.725464,1020.846436,1228.131348,1934.410767,1224.677368,1354.186523,1939.642334,1397.279785,1055.724854,1908.02356,608.3131104,553.439209,455.5856323,276.9290466,1276.524536,894.1356201,497.7421265,667.2630005,630.3069458,836.894043,511.2930603,412.8830872,1253.419678,482.3518372,1023.221497,718.1448364,609.7669678,1301.597168,603.3981934,681.6720581,747.3865356,2069.08374,1126.631226,2050.890137,1601.834229,812.5623169,903.9221802,977.3859253,758.1759644,755.963562,662.9210815,597.4927979
A0A0C4DH39,IGHV1-58,53.58334351,44.41672134,NaN,44.48465347,47.82542801,28.39329147,86.72447968,67.8602829,98.17689514,NaN,NaN,57.75999832,75.57979584,164.0660248,130.5097046,68.4393158,26.02119827,NaN,69.19743347,33.57603073,31.84484291,67.6645813,57.21482086,350.9046631,NaN,16.85372734,92.20285034,34.37575912,56.65816498,45.59392929,45.51520157,81.46715546,136.3860931,12.6019392,142.5467529,76.53089142,135.8658447,119.699173,74.26908875,186.2004395,140.8258209,120.405098,127.4461441,120.8399887,32.13188934,41.63101959
A0A0C4DH67,IGKV1-8,137.5210266,128.3102722,130.0718994,213.9912109,157.2559204,120.8654022,173.4226379,470.9351807,313.7442627,500.6318359,562.8418579,585.1953735,318.566803,NaN,165.9322357,460.6987915,285.4033813,263.3948364,880.1871338,360.9569397,374.051178,360.5206299,464.1763611,627.1796265,911.3571777,437.2770386,398.9299927,271.8381958,412.0488281,398.7788086,1246.221558,920.0570679,487.4393616,427.9631958,42.49386597,17.91971397,26.68863869,48.21675873,127.2019806,61.18711472,30.12738609,158.3383636,54.85506058,33.9163475,92.74073792,59.62000656
A0A0C4DH73;P01611,IGKV1-12;IGKV1D-12,123.0638351,116.1540146,158.9320221,215.5893555,181.2122955,206.5173035,200.4952087,488.1527405,217.7902527,480.6566772,398.8704224,502.3383789,323.5384216,18.37802696,100.662178,91.21405029,50.42569733,176.6826782,451.348053,134.8642426,126.0131226,119.3352585,182.6017456,154.4442291,174.5664063,69.36048889,232.1923981,69.14578247,152.5148468,75.1917038,234.0035095,382.2315979,78.682724,202.5957794,20.86770821,13.12553883,10.62539577,18.26839447,54.88145065,27.1585865,33.98356628,109.7655258,26.16300011,28.1614933,74.7430954,52.69004822
A0A0G2JMI3,IGHV1-69-2,23.08737564,7.409716606,NaN,NaN,5.552994251,NaN,NaN,NaN,NaN,9.482247353,20.6113472,21.15028381,21.19583893,NaN,NaN,21.51754951,NaN,8.509969711,32.64281464,NaN,1.395660877,32.70002747,NaN,NaN,NaN,18.49633789,31.24126244,NaN,NaN,NaN,3.253353119,NaN,NaN,24.57443237,NaN,NaN,NaN,NaN,11.24505901,NaN,NaN,34.81776047,10.55114746,0.230111212,49.93274307,5.467810631
A0A0G2JMS6;Q6IE36,;OVOS2,5711.568848,5276.161621,6220.468262,25535.48242,5647.147461,13414.90039,8705.027344,NaN,19548.8457,23513.97461,18541.34961,11921.5957,17201.37109,18059.35547,7167.65918,4404.822266,2129.881348,5821.769043,9271.730469,10245.07227,1255.592285,9619.861328,6634.271973,6202.112305,9765.675781,8335.822266,9302.741211,10268.51074,7539.004883,13115.33984,7623.450195,23996.91406,5250.555664,15903.93164,18699.63477,14188.05371,6936.399902,13106.82227,11018.43359,10191.87012,12371.44824,15554.27832,6317.025391,6925.431152,5971.346191,4584.837891
A0A0G2JRQ6,,136.5994415,179.5494232,252.7149506,285.8963928,111.7953415,129.5626831,343.3341064,194.999054,163.0338898,318.915741,262.8003235,241.1308899,491.9831238,356.4023438,78.06821442,81.50177002,40.27071381,92.14797211,172.9045868,174.2474823,67.58183289,94.03964996,163.8868713,194.7344666,144.0936279,304.4079285,203.4923706,130.4447632,104.4500122,288.3769531,46.13577271,86.68015289,124.8952408,54.49623489,266.4302063,269.5679932,909.5085449,351.0819092,207.6543427,371.2822266,827.6698608,216.2728729,713.6578979,208.5138855,269.0773621,543.145752
A0A0G2JS06,IGLV5-39,274.2207642,306.4002686,501.331604,131.1921539,331.0176086,387.2879944,219.3141937,374.8403931,284.2477112,1181.592041,601.4256592,538.6838379,566.7507324,667.7030029,593.3060913,198.9064484,108.0382385,593.7458496,684.227478,373.2125244,439.7070313,252.2987061,581.682312,235.5304108,582.0878296,183.9777069,367.0162659,326.7111816,171.3735962,103.6668472,284.5724182,484.1034241,215.0093231,1084.777832,363.8112793,967.4564209,491.2164612,1290.491699,1300.121338,211.505661,532.1428833,219.3283997,416.2016907,275.3972778,449.2451782,289.9055786
A0A0J9YW62,,24.01504898,NaN,28.13353348,NaN,38.36248016,NaN,NaN,NaN,NaN,112.377037,48.06768799,26.02206421,67.03209686,NaN,NaN,NaN,NaN,9.004418373,48.37559128,28.22124863,26.49338913,31.72153854,NaN,NaN,44.94345474,65.91892242,NaN,NaN,63.61028671,NaN,NaN,NaN,NaN,5.663983822,25.23133659,29.52018547,64.50494385,24.99088097,30.48717499,45.96489334,NaN,NaN,54.60329056,14.83258533,NaN,11.51494026
A0A0J9YWU9,,24.39048004,40.68861771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,248.5362549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.27370453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.72486877,180.8213196,108.1900864,82.2432785,76.50793457,36.58933258,47.52990723,NaN,NaN,34.63502502,37.10012817,14.34636784
A0A0J9YX35,IGHV3-64D,333.6833496,405.8827209,724.1829224,910.9632568,491.6039124,498.8173523,714.4224854,415.1199341,166.4806824,715.918457,1106.733887,613.8243408,479.8423767,1304.909668,1012.101868,3050.861572,652.4752808,720.0148926,1030.573975,417.2955322,1199.978027,641.8811035,725.6461792,790.0776978,786.0513916,459.9098816,653.6610107,508.862854,962.3243408,625.057373,214.1781464,1021.296387,549.383606,616.359375,608.0957642,758.3614502,901.9022827,1401.833984,1012.072937,1212.058838,687.6654053,276.4283447,792.2894287,703.1923828,262.6479187,231.1011047
A0A0J9YXX1,IGHV5-10-1,NaN,10.39890766,NaN,18.9693222,7.432279587,NaN,27.01102257,NaN,NaN,8.887486458,NaN,NaN,NaN,51.9636116,4.149727821,2.559734583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.40933514,137.8605652,20.73185921,7.869095802,46.77770233,NaN,108.7431107,NaN,27.3386116,15.57908344,867.3869629,19.48225403,110.6993408,62.46064758,10.35992527,2.4118433,52.82720947,37.95611191,65.81945038,2.815293312,NaN
A0A0J9YY99,,155.0673828,162.6884918,482.8408203,434.9727478,234.9750671,666.4544678,178.6959839,223.5074615,276.5674744,884.5449219,1292.351563,530.2529297,980.9564819,172.5860291,948.3206177,486.2171631,603.0452881,429.1657104,1534.175415,717.9472046,1169.381348,672.6066895,763.6317139,357.0274048,524.3466797,490.7815247,1203.620483,285.0466003,1551.61792,652.9846802,540.8416748,918.3395996,412.7466736,619.0560303,276.3042297,142.7349243,158.9001923,163.528656,545.3954468,364.8760376,421.6077881,499.6803284,220.891861,223.0704041,313.8374939,396.6913757
A0A3B3IRV3;Q9ULC4,MCTS2;MCTS1,112.240387,68.81973267,53.11743546,26.93306732,35.73279953,25.12608147,48.34392166,31.3605442,56.55342102,NaN,50.95500183,34.54288483,12.71635437,NaN,45.70016861,22.65536499,50.85709,31.02432632,47.24295044,23.29141045,33.76631927,NaN,26.95139313,16.62522888,8.584719658,25.07063103,36.19862747,8.488280296,17.97542953,12.22343922,64.38363647,22.9974556,12.55517578,42.95210266,NaN,NaN,NaN,31.21662331,NaN,NaN,NaN,15.27816105,NaN,NaN,28.22369385,NaN
A0A5B9;P01850;P0DTU4,TRBC2;TRBC1;TRB,42.7007637,29.54125977,29.50734901,7.226834774,11.15148163,21.8748188,NaN,11.98909092,15.03101444,NaN,24.58126068,22.29045677,18.60125732,NaN,86.92021942,NaN,16.19994354,9.860808372,12.77213478,31.53914261,17.34918213,NaN,26.30002213,33.91270065,NaN,17.0954361,19.31113815,17.0787468,17.99323082,14.9691143,NaN,NaN,37.48674011,16.23165131,9.68000412,NaN,NaN,NaN,15.77938271,40.62573242,8.505927086,17.94733238,9.155903816,6.871299267,NaN,16.88628769
A0A804HLA8;P63218,GNG5P2;GNG5,33.61293793,21.84925079,34.22823715,34.21968842,27.32601357,16.57578468,12.65199471,10.87197018,28.51862907,20.81369972,23.43239784,23.59635162,25.10393143,NaN,11.18920803,7.744651318,36.92847443,25.54945755,24.99495125,9.585424423,16.9505825,17.33789063,24.31774521,5.793658733,25.30032349,9.839204788,39.12086105,4.672224998,4.411831856,3.484598398,14.93544579,6.879897594,4.114378452,4.966043949,27.57065582,NaN,6.17141819,27.34062004,7.924010277,9.618179321,15.95499611,4.627279282,9.945443153,5.768255234,11.62946701,17.16918182
A0AVT1,UBA6,33.75783157,14.22111893,31.90634918,19.70288467,22.00239944,18.22070694,41.64287949,9.902896881,32.05613708,18.22480774,38.95656586,52.83036041,33.54009247,NaN,23.94546318,8.321042061,28.49053955,29.80830956,63.33692551,6.7093997,89.05483246,NaN,37.34515381,11.29587078,NaN,4.860234261,37.60039902,6.569917679,15.04371262,12.18939686,22.26289558,4.18322134,NaN,34.91940308,NaN,10.55594635,6.482402802,NaN,NaN,NaN,NaN,7.150325775,12.13853645,12.36506176,42.15911484,12.45451164
A0FGR8,ESYT2,23.19161606,20.88023186,19.10844421,7.516908646,3.523364305,13.89577675,41.68444443,36.358078,25.65293694,NaN,25.53230858,15.29541111,20.78295898,13.93871689,12.74289417,16.13625336,33.22193909,22.43638992,23.22032547,NaN,22.56049347,14.92244911,21.66070747,9.639027596,15.27767849,16.51202965,35.29663849,8.076095581,12.9817543,1.960960865,30.41972542,17.76811218,NaN,6.9674716,13.75761127,38.85761642,32.99179459,15.00149155,10.35011673,NaN,NaN,NaN,16.91689301,20.59351921,38.6953125,36.46499252
A0M8Q6,IGLC7,943.1812134,414.8039551,303.8933411,297.8464355,457.7272949,977.4276733,294.7469482,1157.415039,1303.35791,405.7092896,1622.85144,271.4480286,420.1359253,82.256073,321.3505554,562.7756348,325.8519897,196.7973175,353.2229309,250.003891,344.9598083,353.76828,555.6098022,254.4895172,242.6207123,67.34039307,51.86772919,407.5586548,295.9597473,581.4655762,242.9875183,421.9377747,380.8560181,198.9940643,110.2321396,143.5552216,102.5607986,525.7402344,98.36753082,284.5831909,180.5374451,238.8736267,151.4436951,219.6097107,133.2723694,208.0612793
A1L0T0,ILVBL,24.16748619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.21466637,NaN,14.8605423,NaN,NaN,6.524025917,NaN,NaN,NaN,12.78697872,NaN,45.83316422,NaN,NaN,NaN,NaN,NaN,NaN,12.83591938,89.81771851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.62022018,10.32344532,NaN
A1L3X0,ELOVL7,98.80427551,54.97560883,52.32708359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.32193375,NaN,119.5886612,455.5627747,49.61391449,366.3522949,20.30190086,124.1788025,123.1042938,283.0936584,63.81002426,NaN,82.71026611,117.3833466,NaN,82.68261719,NaN,145.5913544,NaN,NaN,NaN,55.86172485,77.9812088,66.40303802,59.79491806,59.03499603,NaN,NaN,NaN,NaN,101.3275452,206.0373688,349.3707581
A1L4H1,SSC5D,8559.802734,9428.039063,7900.154297,6672.291992,8982.910156,7324.317383,6698.126465,10346.66016,6418.101074,10124.10254,10242.97363,9058.8125,9631.602539,21185.32031,17150.76172,27501.85742,8509.18457,14243.77637,5491.817871,20931.86523,10345.21094,17486.67773,4383.962891,19720.40625,9686.797852,13136.5752,4749.195801,18494.78711,20077.33789,15475.16992,15397.47754,16992.80469,27770.23633,6249.357422,18003.99805,17230.23828,10540.23047,14025.66406,14091.12988,21432.14844,16959.31055,16230.54102,25584.09766,12191.79688,6927.605957,13305.91113
A2NJV5,IGKV2-29,194.6820068,209.0198212,382.8128052,671.1636963,644.223877,358.9049377,1496.936035,1529.160156,1577.172485,NaN,NaN,1741.237671,820.9603271,1222.729004,233.370285,1134.783813,546.387085,485.5231018,1074.854858,505.6283264,75.78617096,302.1585999,NaN,429.3604431,1085.618652,378.9203491,449.0962524,805.6395874,1382.656616,658.7522583,661.9398193,NaN,730.1970215,753.3353271,1936.554565,1834.900513,1195.899414,NaN,4571.397461,1931.994629,1283.279175,785.0655518,1273.57019,1305.810791,12.69541359,1025.690308
A2PYH4,HFM1,41.13663864,26.08985329,106.3883209,11.63750362,13.52258205,18.44412994,NaN,29.09698677,171.3417816,129.5049133,30.09206772,109.8838196,113.3134384,153.4494781,NaN,129.6764374,40.46109009,NaN,100.4734955,NaN,NaN,NaN,42.07294083,NaN,NaN,8.13082695,126.5702591,NaN,319.3818054,48.64552689,34.00795364,283.252533,69.76381683,NaN,NaN,101.3528442,256.5509033,161.7172852,75.30586243,131.8531952,51.68157578,NaN,131.0778198,NaN,105.955246,23.62310982
A2RUS2,DENND3,51.42643738,78.41265869,68.56260681,16.3980484,17.16625404,13.87543488,30.66491127,NaN,27.08016968,NaN,9.151678085,30.99375916,20.6970787,NaN,19.45258331,6.740165234,20.0562973,NaN,43.61346054,14.50492954,17.89612007,10.4119463,23.85284233,10.15977764,NaN,7.941352844,26.40020943,NaN,15.59531116,NaN,14.71031189,NaN,NaN,25.22602654,15.28679657,13.92741966,13.29104805,13.38237762,18.66482735,NaN,NaN,NaN,NaN,6.834795475,45.4662056,26.63923073
